Origin,Destination,Population,Cases2021,Incidence2021
Horry County,New Mexico,136,24,1.1
Laurens County,New Mexico,19,24,1.1
Oconee County,New Mexico,8,24,1.1
Pickens County,New Mexico,8,24,1.1
Richland County,New Mexico,144,24,1.1
Spartanburg County,New Mexico,9,24,1.1
Sumter County,New Mexico,187,24,1.1
Williamsburg County,New Mexico,30,24,1.1
York County,New Mexico,63,24,1.1
Brookings County,New Mexico,16,24,1.1
Edmunds County,New Mexico,3,24,1.1
Hughes County,New Mexico,5,24,1.1
Jerauld County,New Mexico,1,24,1.1
Lawrence County,New Mexico,14,24,1.1
Minnehaha County,New Mexico,35,24,1.1
Oglala Lakota County,New Mexico,15,24,1.1
Pennington County,New Mexico,15,24,1.1
Roberts County,New Mexico,12,24,1.1
Stanley County,New Mexico,5,24,1.1
Turner County,New Mexico,7,24,1.1
Anderson County,New Mexico,32,24,1.1
Cocke County,New Mexico,58,24,1.1
Davidson County,New Mexico,31,24,1.1
Hamilton County,New Mexico,43,24,1.1
Knox County,New Mexico,165,24,1.1
Madison County,New Mexico,5,24,1.1
Maury County,New Mexico,205,24,1.1
Roane County,New Mexico,123,24,1.1
Rutherford County,New Mexico,26,24,1.1
Scott County,New Mexico,68,24,1.1
Shelby County,New Mexico,7,24,1.1
Warren County,New Mexico,12,24,1.1
Washington County,New Mexico,44,24,1.1
Williamson County,New Mexico,64,24,1.1
Anderson County,New Mexico,39,24,1.1
Andrews County,New Mexico,86,24,1.1
Angelina County,New Mexico,47,24,1.1
Bailey County,New Mexico,147,24,1.1
Bee County,New Mexico,111,24,1.1
Bell County,New Mexico,191,24,1.1
Bexar County,New Mexico,948,24,1.1
Brazoria County,New Mexico,63,24,1.1
Brazos County,New Mexico,36,24,1.1
Brewster County,New Mexico,4,24,1.1
Brown County,New Mexico,5,24,1.1
Callahan County,New Mexico,29,24,1.1
Cameron County,New Mexico,71,24,1.1
Camp County,New Mexico,52,24,1.1
Carson County,New Mexico,1,24,1.1
Castro County,New Mexico,9,24,1.1
Clay County,New Mexico,62,24,1.1
Cochran County,New Mexico,39,24,1.1
Coke County,New Mexico,6,24,1.1
Coleman County,New Mexico,14,24,1.1
Collin County,New Mexico,174,24,1.1
Comal County,New Mexico,125,24,1.1
Coryell County,New Mexico,104,24,1.1
Dallam County,New Mexico,55,24,1.1
Dallas County,New Mexico,595,24,1.1
Dawson County,New Mexico,22,24,1.1
Denton County,New Mexico,430,24,1.1
Donley County,New Mexico,89,24,1.1
Ector County,New Mexico,533,24,1.1
Ellis County,New Mexico,19,24,1.1
El Paso County,New Mexico,2730,24,1.1
Erath County,New Mexico,43,24,1.1
Falls County,New Mexico,20,24,1.1
Fannin County,New Mexico,58,24,1.1
Fisher County,New Mexico,3,24,1.1
Fort Bend County,New Mexico,35,24,1.1
Freestone County,New Mexico,4,24,1.1
Frio County,New Mexico,3,24,1.1
Gaines County,New Mexico,230,24,1.1
Galveston County,New Mexico,212,24,1.1
Garza County,New Mexico,99,24,1.1
Gonzales County,New Mexico,14,24,1.1
Gray County,New Mexico,95,24,1.1
Grayson County,New Mexico,218,24,1.1
Gregg County,New Mexico,13,24,1.1
Grimes County,New Mexico,36,24,1.1
Guadalupe County,New Mexico,194,24,1.1
Hale County,New Mexico,177,24,1.1
Hardeman County,New Mexico,3,24,1.1
Harris County,New Mexico,646,24,1.1
Harrison County,New Mexico,38,24,1.1
Hartley County,New Mexico,3,24,1.1
Haskell County,New Mexico,8,24,1.1
Hays County,New Mexico,123,24,1.1
Henderson County,New Mexico,7,24,1.1
Hidalgo County,New Mexico,47,24,1.1
Hill County,New Mexico,10,24,1.1
Hockley County,New Mexico,13,24,1.1
Hood County,New Mexico,242,24,1.1
Hopkins County,New Mexico,16,24,1.1
Houston County,New Mexico,2,24,1.1
Howard County,New Mexico,54,24,1.1
Hudspeth County,New Mexico,59,24,1.1
Hunt County,New Mexico,6,24,1.1
Jackson County,New Mexico,3,24,1.1
Jeff Davis County,New Mexico,25,24,1.1
Jefferson County,New Mexico,48,24,1.1
Johnson County,New Mexico,135,24,1.1
Jones County,New Mexico,13,24,1.1
Karnes County,New Mexico,16,24,1.1
Kerr County,New Mexico,62,24,1.1
Lamar County,New Mexico,137,24,1.1
Lampasas County,New Mexico,21,24,1.1
Llano County,New Mexico,25,24,1.1
Lubbock County,New Mexico,1352,24,1.1
Lynn County,New Mexico,1,24,1.1
McLennan County,New Mexico,84,24,1.1
Midland County,New Mexico,972,24,1.1
Milam County,New Mexico,4,24,1.1
Montgomery County,New Mexico,254,24,1.1
Moore County,New Mexico,47,24,1.1
Nacogdoches County,New Mexico,2,24,1.1
Navarro County,New Mexico,1,24,1.1
Nolan County,New Mexico,20,24,1.1
Nueces County,New Mexico,126,24,1.1
Oldham County,New Mexico,3,24,1.1
Panola County,New Mexico,9,24,1.1
Parker County,New Mexico,88,24,1.1
Parmer County,New Mexico,124,24,1.1
Potter County,New Mexico,136,24,1.1
Rains County,New Mexico,5,24,1.1
Randall County,New Mexico,327,24,1.1
Red River County,New Mexico,1,24,1.1
Reeves County,New Mexico,18,24,1.1
Runnels County,New Mexico,15,24,1.1
Rusk County,New Mexico,45,24,1.1
Sabine County,New Mexico,22,24,1.1
Shelby County,New Mexico,19,24,1.1
Smith County,New Mexico,265,24,1.1
Swisher County,New Mexico,12,24,1.1
Tarrant County,New Mexico,505,24,1.1
Taylor County,New Mexico,62,24,1.1
Terry County,New Mexico,13,24,1.1
Titus County,New Mexico,11,24,1.1
Tom Green County,New Mexico,6,24,1.1
Travis County,New Mexico,918,24,1.1
Trinity County,New Mexico,16,24,1.1
Tyler County,New Mexico,21,24,1.1
Val Verde County,New Mexico,20,24,1.1
Walker County,New Mexico,31,24,1.1
Wharton County,New Mexico,11,24,1.1
Wichita County,New Mexico,155,24,1.1
Willacy County,New Mexico,12,24,1.1
Williamson County,New Mexico,250,24,1.1
Wilson County,New Mexico,187,24,1.1
Wise County,New Mexico,26,24,1.1
Wood County,New Mexico,56,24,1.1
Cache County,New Mexico,75,24,1.1
Carbon County,New Mexico,12,24,1.1
Davis County,New Mexico,57,24,1.1
Duchesne County,New Mexico,14,24,1.1
Emery County,New Mexico,27,24,1.1
Garfield County,New Mexico,2,24,1.1
Kane County,New Mexico,46,24,1.1
Salt Lake County,New Mexico,464,24,1.1
San Juan County,New Mexico,47,24,1.1
Summit County,New Mexico,66,24,1.1
Tooele County,New Mexico,37,24,1.1
Uintah County,New Mexico,14,24,1.1
Utah County,New Mexico,312,24,1.1
Washington County,New Mexico,35,24,1.1
Wayne County,New Mexico,4,24,1.1
Weber County,New Mexico,88,24,1.1
Chittenden County,New Mexico,33,24,1.1
Orange County,New Mexico,101,24,1.1
Washington County,New Mexico,20,24,1.1
Windsor County,New Mexico,48,24,1.1
Accomack County,New Mexico,30,24,1.1
Albemarle County,New Mexico,77,24,1.1
Amherst County,New Mexico,19,24,1.1
Arlington County,New Mexico,26,24,1.1
Buchanan County,New Mexico,21,24,1.1
Fairfax County,New Mexico,219,24,1.1
Fauquier County,New Mexico,9,24,1.1
Halifax County,New Mexico,28,24,1.1
James City County,New Mexico,87,24,1.1
Loudoun County,New Mexico,73,24,1.1
Page County,New Mexico,6,24,1.1
Pittsylvania County,New Mexico,16,24,1.1
Prince William County,New Mexico,60,24,1.1
Rockingham County,New Mexico,108,24,1.1
Scott County,New Mexico,4,24,1.1
Spotsylvania County,New Mexico,11,24,1.1
Warren County,New Mexico,18,24,1.1
Alexandria City,New Mexico,134,24,1.1
Chesapeake City,New Mexico,58,24,1.1
Fairfax City,New Mexico,12,24,1.1
Hampton City,New Mexico,182,24,1.1
Lynchburg City,New Mexico,12,24,1.1
Newport News City,New Mexico,45,24,1.1
Norfolk City,New Mexico,35,24,1.1
Portsmouth City,New Mexico,54,24,1.1
Radford City,New Mexico,57,24,1.1
Richmond City,New Mexico,9,24,1.1
Virginia Beach City,New Mexico,99,24,1.1
Benton County,New Mexico,17,24,1.1
Clark County,New Mexico,63,24,1.1
King County,New Mexico,480,24,1.1
Kitsap County,New Mexico,151,24,1.1
Kittitas County,New Mexico,16,24,1.1
Lewis County,New Mexico,42,24,1.1
Lincoln County,New Mexico,4,24,1.1
Mason County,New Mexico,6,24,1.1
Okanogan County,New Mexico,56,24,1.1
Pend Oreille County,New Mexico,5,24,1.1
Pierce County,New Mexico,293,24,1.1
Skagit County,New Mexico,10,24,1.1
Snohomish County,New Mexico,51,24,1.1
Spokane County,New Mexico,134,24,1.1
Stevens County,New Mexico,5,24,1.1
Thurston County,New Mexico,70,24,1.1
Whatcom County,New Mexico,42,24,1.1
Whitman County,New Mexico,64,24,1.1
Monroe County,New Mexico,8,24,1.1
Bayfield County,New Mexico,1,24,1.1
Brown County,New Mexico,51,24,1.1
Burnett County,New Mexico,7,24,1.1
Calumet County,New Mexico,15,24,1.1
Clark County,New Mexico,16,24,1.1
Dane County,New Mexico,108,24,1.1
Douglas County,New Mexico,80,24,1.1
Eau Claire County,New Mexico,28,24,1.1
Fond du Lac County,New Mexico,197,24,1.1
Grant County,New Mexico,4,24,1.1
Green County,New Mexico,4,24,1.1
Green Lake County,New Mexico,2,24,1.1
Jackson County,New Mexico,5,24,1.1
Juneau County,New Mexico,1,24,1.1
Kenosha County,New Mexico,25,24,1.1
La Crosse County,New Mexico,46,24,1.1
Marathon County,New Mexico,13,24,1.1
Marquette County,New Mexico,6,24,1.1
Milwaukee County,New Mexico,72,24,1.1
Oneida County,New Mexico,11,24,1.1
Racine County,New Mexico,5,24,1.1
Rock County,New Mexico,14,24,1.1
Walworth County,New Mexico,26,24,1.1
Washburn County,New Mexico,7,24,1.1
Waukesha County,New Mexico,49,24,1.1
Waushara County,New Mexico,6,24,1.1
Albany County,New Mexico,42,24,1.1
Fremont County,New Mexico,9,24,1.1
Hot Springs County,New Mexico,3,24,1.1
Laramie County,New Mexico,530,24,1.1
Natrona County,New Mexico,6,24,1.1
Park County,New Mexico,2,24,1.1
Platte County,New Mexico,1,24,1.1
Uinta County,New Mexico,4,24,1.1
Baldwin County,New York,167,683,3.4
Bullock County,New York,16,683,3.4
Calhoun County,New York,79,683,3.4
Chambers County,New York,11,683,3.4
Cherokee County,New York,3,683,3.4
Choctaw County,New York,283,683,3.4
Coffee County,New York,250,683,3.4
Cullman County,New York,28,683,3.4
Dale County,New York,219,683,3.4
Etowah County,New York,43,683,3.4
Geneva County,New York,10,683,3.4
Houston County,New York,30,683,3.4
Jefferson County,New York,310,683,3.4
Lawrence County,New York,66,683,3.4
Lee County,New York,109,683,3.4
Madison County,New York,293,683,3.4
Marshall County,New York,52,683,3.4
Mobile County,New York,82,683,3.4
Montgomery County,New York,97,683,3.4
Perry County,New York,14,683,3.4
Russell County,New York,47,683,3.4
Talladega County,New York,15,683,3.4
Tuscaloosa County,New York,121,683,3.4
Anchorage Municipality,New York,62,683,3.4
Fairbanks North Star Borough,New York,168,683,3.4
Hoonah-Angoon Census Area,New York,2,683,3.4
Juneau City and Borough,New York,58,683,3.4
Kenai Peninsula Borough,New York,26,683,3.4
Kodiak Island Borough,New York,5,683,3.4
Lake and Peninsula Borough,New York,2,683,3.4
Matanuska-Susitna Borough,New York,6,683,3.4
Petersburg Borough,New York,2,683,3.4
Southeast Fairbanks Census Area,New York,5,683,3.4
Cochise County,New York,58,683,3.4
Coconino County,New York,53,683,3.4
Maricopa County,New York,4855,683,3.4
Mohave County,New York,219,683,3.4
Pima County,New York,932,683,3.4
Pinal County,New York,472,683,3.4
Yavapai County,New York,236,683,3.4
Yuma County,New York,135,683,3.4
Benton County,New York,152,683,3.4
Boone County,New York,5,683,3.4
Carroll County,New York,6,683,3.4
Clark County,New York,10,683,3.4
Faulkner County,New York,11,683,3.4
Hempstead County,New York,1,683,3.4
Independence County,New York,175,683,3.4
Izard County,New York,12,683,3.4
Lonoke County,New York,90,683,3.4
Pope County,New York,80,683,3.4
Pulaski County,New York,364,683,3.4
Sebastian County,New York,63,683,3.4
Union County,New York,8,683,3.4
Washington County,New York,225,683,3.4
Yell County,New York,10,683,3.4
Alameda County,New York,1944,683,3.4
Alpine County,New York,3,683,3.4
Butte County,New York,90,683,3.4
Contra Costa County,New York,940,683,3.4
Del Norte County,New York,44,683,3.4
El Dorado County,New York,117,683,3.4
Fresno County,New York,203,683,3.4
Humboldt County,New York,71,683,3.4
Imperial County,New York,8,683,3.4
Kern County,New York,280,683,3.4
Kings County,New York,69,683,3.4
Lassen County,New York,5,683,3.4
Los Angeles County,New York,13443,683,3.4
Madera County,New York,26,683,3.4
Marin County,New York,428,683,3.4
Merced County,New York,34,683,3.4
Monterey County,New York,52,683,3.4
Napa County,New York,111,683,3.4
Nevada County,New York,30,683,3.4
Orange County,New York,2696,683,3.4
Placer County,New York,67,683,3.4
Riverside County,New York,977,683,3.4
Sacramento County,New York,896,683,3.4
San Bernardino County,New York,561,683,3.4
San Diego County,New York,3194,683,3.4
San Francisco County,New York,3035,683,3.4
San Joaquin County,New York,41,683,3.4
San Luis Obispo County,New York,44,683,3.4
San Mateo County,New York,2243,683,3.4
Santa Barbara County,New York,502,683,3.4
Santa Clara County,New York,3022,683,3.4
Santa Cruz County,New York,398,683,3.4
Shasta County,New York,52,683,3.4
Solano County,New York,176,683,3.4
Sonoma County,New York,186,683,3.4
Stanislaus County,New York,274,683,3.4
Sutter County,New York,1,683,3.4
Trinity County,New York,123,683,3.4
Tulare County,New York,4,683,3.4
Ventura County,New York,242,683,3.4
Yolo County,New York,195,683,3.4
Yuba County,New York,16,683,3.4
Adams County,New York,401,683,3.4
Arapahoe County,New York,471,683,3.4
Boulder County,New York,900,683,3.4
Broomfield County,New York,53,683,3.4
Chaffee County,New York,123,683,3.4
Clear Creek County,New York,36,683,3.4
Delta County,New York,1,683,3.4
Denver County,New York,2832,683,3.4
Douglas County,New York,294,683,3.4
Eagle County,New York,60,683,3.4
El Paso County,New York,1769,683,3.4
Fremont County,New York,43,683,3.4
Garfield County,New York,147,683,3.4
Jefferson County,New York,541,683,3.4
Lake County,New York,86,683,3.4
La Plata County,New York,16,683,3.4
Larimer County,New York,262,683,3.4
Logan County,New York,4,683,3.4
Mesa County,New York,96,683,3.4
Pitkin County,New York,86,683,3.4
Pueblo County,New York,83,683,3.4
Rio Blanco County,New York,9,683,3.4
Routt County,New York,1,683,3.4
San Miguel County,New York,8,683,3.4
Washington County,New York,11,683,3.4
Weld County,New York,168,683,3.4
Fairfield County,New York,19655,683,3.4
Hartford County,New York,2286,683,3.4
Litchfield County,New York,1622,683,3.4
Middlesex County,New York,209,683,3.4
New Haven County,New York,5200,683,3.4
New London County,New York,1373,683,3.4
Tolland County,New York,486,683,3.4
Windham County,New York,213,683,3.4
Kent County,New York,558,683,3.4
New Castle County,New York,1895,683,3.4
Sussex County,New York,679,683,3.4
District of Columbia,New York,4406,683,3.4
Alachua County,New York,447,683,3.4
Bay County,New York,548,683,3.4
Bradford County,New York,5,683,3.4
Brevard County,New York,2048,683,3.4
Broward County,New York,5737,683,3.4
Charlotte County,New York,665,683,3.4
Citrus County,New York,568,683,3.4
Clay County,New York,32,683,3.4
Collier County,New York,1705,683,3.4
Columbia County,New York,20,683,3.4
DeSoto County,New York,10,683,3.4
Duval County,New York,1415,683,3.4
Escambia County,New York,514,683,3.4
Flagler County,New York,636,683,3.4
Franklin County,New York,4,683,3.4
Gilchrist County,New York,9,683,3.4
Gulf County,New York,22,683,3.4
Hamilton County,New York,11,683,3.4
Hardee County,New York,5,683,3.4
Hendry County,New York,23,683,3.4
Hernando County,New York,855,683,3.4
Highlands County,New York,217,683,3.4
Hillsborough County,New York,5138,683,3.4
Holmes County,New York,2,683,3.4
Indian River County,New York,593,683,3.4
Jackson County,New York,3,683,3.4
Lake County,New York,1288,683,3.4
Lee County,New York,3001,683,3.4
Leon County,New York,359,683,3.4
Levy County,New York,2,683,3.4
Liberty County,New York,11,683,3.4
Manatee County,New York,1095,683,3.4
Marion County,New York,1038,683,3.4
Martin County,New York,829,683,3.4
Miami-Dade County,New York,6867,683,3.4
Monroe County,New York,149,683,3.4
Nassau County,New York,117,683,3.4
Okaloosa County,New York,260,683,3.4
Okeechobee County,New York,9,683,3.4
Orange County,New York,5489,683,3.4
Osceola County,New York,1977,683,3.4
Palm Beach County,New York,8398,683,3.4
Pasco County,New York,2431,683,3.4
Pinellas County,New York,2606,683,3.4
Polk County,New York,1696,683,3.4
St. Johns County,New York,1161,683,3.4
St. Lucie County,New York,589,683,3.4
Santa Rosa County,New York,35,683,3.4
Sarasota County,New York,1073,683,3.4
Seminole County,New York,1819,683,3.4
Sumter County,New York,294,683,3.4
Suwannee County,New York,12,683,3.4
Volusia County,New York,1716,683,3.4
Walton County,New York,30,683,3.4
Banks County,New York,15,683,3.4
Barrow County,New York,5,683,3.4
Ben Hill County,New York,6,683,3.4
Bibb County,New York,42,683,3.4
Bryan County,New York,197,683,3.4
Butts County,New York,9,683,3.4
Camden County,New York,70,683,3.4
Carroll County,New York,300,683,3.4
Chatham County,New York,667,683,3.4
Chattahoochee County,New York,117,683,3.4
Cherokee County,New York,107,683,3.4
Clarke County,New York,518,683,3.4
Clayton County,New York,333,683,3.4
Cobb County,New York,990,683,3.4
Columbia County,New York,197,683,3.4
Coweta County,New York,81,683,3.4
DeKalb County,New York,2049,683,3.4
Dougherty County,New York,51,683,3.4
Douglas County,New York,246,683,3.4
Echols County,New York,21,683,3.4
Effingham County,New York,64,683,3.4
Elbert County,New York,25,683,3.4
Floyd County,New York,27,683,3.4
Forsyth County,New York,302,683,3.4
Fulton County,New York,2108,683,3.4
Glynn County,New York,150,683,3.4
Gwinnett County,New York,1529,683,3.4
Hall County,New York,375,683,3.4
Harris County,New York,6,683,3.4
Hart County,New York,20,683,3.4
Heard County,New York,21,683,3.4
Henry County,New York,834,683,3.4
Houston County,New York,109,683,3.4
Jackson County,New York,3,683,3.4
Jones County,New York,37,683,3.4
Laurens County,New York,27,683,3.4
Lee County,New York,17,683,3.4
Liberty County,New York,245,683,3.4
Lowndes County,New York,86,683,3.4
Lumpkin County,New York,319,683,3.4
Macon County,New York,20,683,3.4
Miller County,New York,4,683,3.4
Mitchell County,New York,2,683,3.4
Murray County,New York,14,683,3.4
Muscogee County,New York,480,683,3.4
Newton County,New York,45,683,3.4
Paulding County,New York,68,683,3.4
Rabun County,New York,3,683,3.4
Richmond County,New York,329,683,3.4
Rockdale County,New York,280,683,3.4
Spalding County,New York,194,683,3.4
Sumter County,New York,11,683,3.4
Tattnall County,New York,12,683,3.4
Thomas County,New York,39,683,3.4
Troup County,New York,9,683,3.4
Union County,New York,2,683,3.4
Upson County,New York,18,683,3.4
Walker County,New York,99,683,3.4
Walton County,New York,75,683,3.4
Ware County,New York,80,683,3.4
White County,New York,18,683,3.4
Whitfield County,New York,9,683,3.4
Wilkes County,New York,27,683,3.4
Hawaii County,New York,168,683,3.4
Honolulu County,New York,1644,683,3.4
Kauai County,New York,19,683,3.4
Maui County,New York,120,683,3.4
Ada County,New York,302,683,3.4
Bannock County,New York,207,683,3.4
Blaine County,New York,70,683,3.4
Bonneville County,New York,402,683,3.4
Canyon County,New York,94,683,3.4
Franklin County,New York,2,683,3.4
Idaho County,New York,34,683,3.4
Kootenai County,New York,13,683,3.4
Bond County,New York,2,683,3.4
Cass County,New York,53,683,3.4
Champaign County,New York,114,683,3.4
Coles County,New York,240,683,3.4
Cook County,New York,5186,683,3.4
DeKalb County,New York,35,683,3.4
Douglas County,New York,3,683,3.4
DuPage County,New York,499,683,3.4
Effingham County,New York,24,683,3.4
Fayette County,New York,65,683,3.4
Jackson County,New York,9,683,3.4
Jersey County,New York,29,683,3.4
Jo Daviess County,New York,7,683,3.4
Kane County,New York,74,683,3.4
Lake County,New York,953,683,3.4
LaSalle County,New York,21,683,3.4
Lawrence County,New York,9,683,3.4
Lee County,New York,8,683,3.4
Logan County,New York,2,683,3.4
McHenry County,New York,117,683,3.4
McLean County,New York,36,683,3.4
Madison County,New York,76,683,3.4
Mercer County,New York,6,683,3.4
Morgan County,New York,40,683,3.4
Peoria County,New York,42,683,3.4
Rock Island County,New York,62,683,3.4
St. Clair County,New York,149,683,3.4
Sangamon County,New York,82,683,3.4
Tazewell County,New York,40,683,3.4
Vermilion County,New York,21,683,3.4
Will County,New York,500,683,3.4
Winnebago County,New York,115,683,3.4
Allen County,New York,332,683,3.4
Bartholomew County,New York,46,683,3.4
Boone County,New York,44,683,3.4
Cass County,New York,94,683,3.4
Clark County,New York,21,683,3.4
Dearborn County,New York,17,683,3.4
Delaware County,New York,28,683,3.4
Elkhart County,New York,16,683,3.4
Fountain County,New York,21,683,3.4
Fulton County,New York,42,683,3.4
Gibson County,New York,13,683,3.4
Grant County,New York,13,683,3.4
Greene County,New York,20,683,3.4
Hamilton County,New York,55,683,3.4
